mjd,seed,fs_hz,duration_s,noise_std,threshold_sigma,threshold,h0,f_gw_hz,tau_s,t0_s,snr_before,snr_after,gated_fraction
59942,309,4096,60,5e-23,8.0,3.99694423725682e-22,3.46e-21,200.0,0.3,30.0,69.35183626211868,7.998695601664571,0.007706705729166667
59942,310,4096,60,5e-23,8.0,3.996312865175047e-22,3.46e-21,200.0,0.3,30.0,69.12948256322228,7.990620042044349,0.007767740885416667
59942,311,4096,60,5e-23,8.0,3.9987094030710455e-22,3.46e-21,200.0,0.3,30.0,69.20446721530679,7.990759230364982,0.007718912760416667
59942,312,4096,60,5e-23,8.0,4.0034035299822417e-22,3.46e-21,200.0,0.3,30.0,69.4228630487691,7.9972961697575,0.0077473958333333336
59942,313,4096,60,5e-23,8.0,4.011163804086776e-22,3.46e-21,200.0,0.3,30.0,69.02424946790063,7.999146318871201,0.007731119791666667
59942,314,4096,60,5e-23,8.0,4.0011687227195365e-22,3.46e-21,200.0,0.3,30.0,68.90168894253438,7.995976501740782,0.00771484375
59942,315,4096,60,5e-23,8.0,4.0016178826522997e-22,3.46e-21,200.0,0.3,30.0,67.7234821058135,7.994887324991552,0.00772705078125
59942,316,4096,60,5e-23,8.0,3.9962218180952383e-22,3.46e-21,200.0,0.3,30.0,69.8016117676739,7.999032836107042,0.007722981770833333
59942,317,4096,60,5e-23,8.0,4.0042638767147766e-22,3.46e-21,200.0,0.3,30.0,68.2321779234374,7.989214246600136,0.00771484375
59942,318,4096,60,5e-23,8.0,4.001645444772553e-22,3.46e-21,200.0,0.3,30.0,70.0378334758759,7.992950751357238,0.007784016927083333
59942,319,4096,60,5e-23,8.0,4.001121941331221e-22,3.46e-21,200.0,0.3,30.0,68.65876402453283,7.996872556461178,0.0077392578125
59942,320,4096,60,5e-23,8.0,4.005338409994861e-22,3.46e-21,200.0,0.3,30.0,69.20715005507567,7.9996935330033025,0.00767822265625
59942,321,4096,60,5e-23,8.0,3.999745447280881e-22,3.46e-21,200.0,0.3,30.0,68.34576496418649,7.997548203191461,0.007731119791666667
59942,322,4096,60,5e-23,8.0,4.00810199047243e-22,3.46e-21,200.0,0.3,30.0,68.93641728358061,7.9861739563116565,0.007710774739583333
